,text,label,stemmed_text,label_angka
479,ganjar memberikan penilaian 5 kinerja kemenhan ri bawah prabowo anies beri skor 11 100,Politik,ganjar beri nilai 5 kerja kemenhan ri bawah prabowo anies beri skor 11 100,0
480,sekarang semua tahu timses prabowo mau nerima undangan2 dialog bebas selama apa terjadi dialog kadin hari cukup mengafirmasi wes lah terima nasib kita,Politik,sekarang semua tahu timses prabowo mau nerima undangan2 dialog bebas lama apa jadi dialog kadin hari cukup afirmasi wes lah terima nasib kita,0
481,pasangan capres cawapres ri no ganjar ganjar pranowo mahfud md yakin ekonomi bisa tumbuh mencapai 7 bukan mimpi,Ekonomi,pasang capres cawapres ri no ganjar ganjar pranowo mahfud md yakin ekonomi bisa tumbuh capai 7 bukan mimpi,4
482,calon presiden ri no urut 3 ganjar pranowo mengajak masyarakat bersamasama mengawal konstitusi aturan dasar negara,Ideologi,calon presiden ri no urut 3 ganjar pranowo ajak masyarakat bersamasama awal konstitusi atur dasar negara,2
483,jumat agenda ganjar pranowomahfud md kampanye jawa baratmahfud md temui tampung aspirasi kaum difabel perempuan ganjar mahfud hebat,Demografi,jumat agenda ganjar pranowomahfud md kampanye jawa baratmahfud md temu tampung aspirasi kaum difabel perempuan ganjar mahfud hebat,6
484,ganjar berkampanye jombang nganjuk jawa timur jumat 1212024 salah satu lokasi akan didatangi makam gus dur,Politik,ganjar kampanye jombang nganjuk jawa timur jumat 1212024 salah satu lokasi akan datang makam gus dur,0
485,kapitalisme neoliberal tak cocok indonesia kata prabowo kalimantan tengah,Ideologi,kapitalisme neoliberal tak cocok indonesia kata prabowo kalimantan tengah,2
486,tkn harap desak anies dievaluasi kasihan tni disalahkan,Politik,tkn harap desak anies evaluasi kasihan tni salah,0
487,kampanye cela milik pasangan spesial satu ganjar pranowo terbukti mensejahterakan,Politik,kampanye cela milik pasang spesial satu ganjar pranowo bukti sejahtera,0
488,anies baswedan food estate gagal cuma tanam singkong,Politik,anies baswedan food estate gagal cuma tanam singkong,0
489,nah betul kata pak ganjar food estate ko malah merusak lingkungan ekosistem alam,Sumber Daya Alam,nah betul kata pak ganjar food estate ko malah rusak lingkung ekosistem alam,5
490,terima kasih menyebut penanganan kekerasan seksual pembacaan visi misi dihubungkan reformasi kepolisian pak terima kasih pak anies menyebut perlindungan perempuanamp anak tppo keamanan bukan soal kalau lemah ditindas,Sosial Budaya,terima kasih sebut tangan keras seksual baca visi misi hubung reformasi polisi pak terima kasih pak anies sebut lindung perempuanamp anak tppo aman bukan soal kalau lemah tindas,1
491,program capres ganjar pranowo setiap desa punya peran penting ekonomi,Ekonomi,program capres ganjar pranowo tiap desa punya peran penting ekonomi,4
492,semua kalian khawatirkan kalo pak anies jadi presiden saya akan kejadian akan berusaha keras menumbuhkan rasa keadilan keamanan menepis semua anggapan buruk padanya terjadi jadi gubernur kan apalagi cak imin wapresnya,Politik,semua kalian khawatir kalo pak anies jadi presiden saya akan jadi akan usaha keras tumbuh rasa adil aman menep semua anggap buruk pada jadi jadi gubernur kan apalagi cak imin wapresnya,0
493,capres pasangan capres cawapres ri no ganjar ganjar pranowo mahfud md optimis ekonomi bisa maju 7 tahun,Politik,capres pasang capres cawapres ri no ganjar ganjar pranowo mahfud md optimis ekonomi bisa maju 7 tahun,0
494,pak anies mengetahui soal lactose intoleran dialami kebanyakan anak indonesia ditambah kalo soal stunting dibenerin gizinya sejak kandungan bukan pas anaknya sd,Sosial Budaya,pak anies tahu soal lactose intoleran alami banyak anak indonesia tambah kalo soal stunting dibenerin gizi sejak kandung bukan pas anak sd,1
495,antusias warga berjumpa pak anies baswedan barus tapanuli tengah sumatera utara rakyat indonesia mengharapkan perubahan 2024,Politik,antusias warga jumpa pak anies baswedan barus tapanuli tengah sumatera utara rakyat indonesia harap ubah 2024,0
496,nanya kecewa sama prabowo tonton buat senior teman seangkatan saat sedang tersesat hati semoga segera sadar aamiin,Politik,nanya kecewa sama prabowo tonton buat senior teman angkat saat sedang sesat hati moga segera sadar aamiin,0
497,september 2019 anies membawa 5200 anak yatim piatu dhuafa liburan ragunan dufan ancol people as good as this should not be allowed to lose and fight alone,Sosial Budaya,september 2019 anies bawa 5200 anak yatim piatu dhuafa libur ragunan dufan ancol people as good as this should not be allowed to lose and fight alone,1
498,aktivis ekologi ada ketidakpercayaan ganjar aktivis papua ada ketidakpercayaan mahfud waras demokrasi tidak percaya pol prabowo si pelanggar ham gibran si dinasti,Sosial Budaya,aktivis ekologi ada ketidakpercayaan ganjar aktivis papua ada ketidakpercayaan mahfud waras demokrasi tidak percaya pol prabowo si langgar ham gibran si dinasti,1
499,beberapa hari lalu jakarta dilanda banjir genangan mana sepi hujatan menyalahkan anies nyata buzzer cebong laknat dungunya kelewatan baru awallihat nanti puncak nya,Politik,beberapa hari lalu jakarta landa banjir genang mana sepi hujat salah anies nyata buzzer cebong laknat dungu lewat baru awallihat nanti puncak nya,0
500,calon presiden ri no urut 3 ganjar pranowo tegas konstitusi aturan dasar negara dijaga bersamasama,Ideologi,calon presiden ri no urut 3 ganjar pranowo tegas konstitusi atur dasar negara jaga bersamasama,2
501,capr3s ganjar menciptakan terobosan penting bidang pendidikan melalui program smk boarding gratis jateng gandakan kesejahteraan raih kemakmuran berkelanjutan,Ekonomi,capr3s ganjar cipta terobos penting bidang didik lalu program smk boarding gratis jateng ganda sejahtera raih makmur lanjut,4
502,pembangunan wilayah pedesaan 21 program unggulan ganjarmahfud meratakan kesenjangan pembangunan,Politik,bangun wilayah desa 21 program unggul ganjarmahfud rata senjang bangun,0
503,yakin sama beliau sih kan pak prabowo paham sama pertahanan negara sejak dulu,Pertahanan dan Keamanan,yakin sama beliau sih kan pak prabowo paham sama tahan negara sejak dulu,3
504,sukses hanya milik satu orang semua bersama jnk kita sukses bersama capres ganjar pranowo mahfud mdpdi23bd,Politik,sukses hanya milik satu orang semua sama jnk kita sukses sama capres ganjar pranowo mahfud mdpdi23bd,0
505,yuk buat jadi trending topic dukungan sangat berarti buat ganjar pranowo mahfud md,Politik,yuk buat jadi trending topic dukung sangat arti buat ganjar pranowo mahfud md,0
506,park ahn nis memberi contoh baik cara berkampanye elegan keren kan bapak anies,Ekonomi,park ahn nis beri contoh baik cara kampanye elegan keren kan bapak anies,4
507,fokus sih memberikan pencerahan semua pemilih indonesia prabowo temperamental sulit mengendalikan emosi penelitian 76 204 psikolog menyatakan prabowo otoriter,Ideologi,fokus sih beri cerah semua pilih indonesia prabowo temperamental sulit kendali emosi teliti 76 204 psikolog nyata prabowo otoriter,2
508,pertahanan siber indonesia bawah ganjarmahfud angkatan cyber dibentuk fokus keamanan informasi data pengembangan sdm angkatan cyber cc,Pertahanan dan Keamanan,tahan siber indonesia bawah ganjarmahfud angkat cyber bentuk fokus aman informasi data kembang sdm angkat cyber cc,3
509,semalam anies ganjar loud and clear bicara soal ruu perampasan aset anies bicara merevisi uu kpk mengembalikan marwah lembaga seperti awal2 pembentukannya dulu prabowo sangat normatif sama sekali menyentuh isu krusial pagi gaes,Politik,malam anies ganjar loud and clear bicara soal ruu ampas aset anies bicara revisi uu kpk kembali marwah lembaga seperti awal2 bentuk dulu prabowo sangat normatif sama sekali sentuh isu krusial pagi gaes,0
510,tiktok yang bilang anies kepengen bangun 40 kota jakarta provinsi cuma 34ngakak,Geografi,tiktok yang bilang anies ken bangun 40 kota jakarta provinsi cuma 34ngakak,7
511,paling seru acara locker room timnas surabaya minggu lalu waktu seorang ibu muda bertanya kritis mengenai gagasan kebijakan aniesmuhaimin menagih konsistensi data fakta beliau bawa team amin sangat mengapresiasi pemilih bisa berfikir kritis jangan telan mentah idegagasan calon perwakilan kampanyenya tentunya diskusi menjadi jauh lebih riuh pertanyaan dilontarkan sifatnya mendesak mendalam the most exciting part of last weeks national team locker room event in surabaya came when a young woman asked some critical questions challenging aniesmuhaimins policy proposals and demanding i reconcile those policies with data and facts that she presented we the aniesmuhaimin campaign team strongly appreciate voters who can think critically lets not simply swallow whatever ideaspropositions coming from candidates and their campaign representatives and of course it makes for a much more exciting discussion when the questions are controversial and deep,Politik,paling seru acara locker room timnas surabaya minggu lalu waktu orang ibu muda tanya kritis kena gagas bijak aniesmuhaimin tagih konsistensi data fakta beliau bawa team amin sangat apresiasi pilih bisa berfikir kritis jangan telan mentah idegagasan calon wakil kampanye tentu diskusi jadi jauh lebih riuh tanya lontar sifat desak dalam the most exciting part of last weeks national team locker room event in surabaya came when a young woman asked some critical questions challenging aniesmuhaimins policy proposals and demanding i reconcile those policies with data and facts that she presented we the aniesmuhaimin campaign team strongly appreciate voters who can think critically lets not simply swallow whatever ideaspropositions coming from candidates and their campaign representatives and of course it makes for a much more exciting discussion when the questions are controversial and deep,0
512,padahal mobil menyuplai alkohol ciu kpd pendukung ganjarmahfud milik nur azis putra aditama caleg pdip hal akan bongkar thread tersendiri intinya ini orang2 sadis tega mengorbankan pendukungnya sendiri utk framing terzolimi,Politik,padahal mobil suplai alkohol ciu kpd dukung ganjarmahfud milik nur azis putra aditama caleg pdip hal akan bongkar thread sendiri inti ini orang2 sadis tega korban dukung sendiri utk framing terzolimi,0
513,pak skedar mau ngasih tahu relawan projo membela sangat keras panjenengan difitnah diserang kubu prabowo pilpres sebelumnya sekarang ditangkap mengkritik soal netralitas aparat penyelenggara pemilu berjuang utk demokrasi baik buat negeri perlu dicatat palti bukan koruptor bukan maling bukan penghina jogja sprti aa bukan pemfitnah cawapres pegawai partai anak panjenengan bukan pelanggar ham tangannya pernah berlumuran darah menghilangkan banyak nyawa aktivis bahkan dia juga bukan teroris terus langsung ditangkap dini hari jam 3 mau nakutnakuti gimana kebenaran selalu menemukan jalannya,Politik,pak skedar mau ngasih tahu rawan projo bela sangat keras panjenengan fitnah serang kubu prabowo pilpres belum sekarang tangkap kritik soal netralitas aparat selenggara milu juang utk demokrasi baik buat negeri perlu catat palti bukan koruptor bukan maling bukan hina jogja sprti aa bukan fitnah cawapres pegawai partai anak panjenengan bukan langgar ham tangan pernah lumur darah hilang banyak nyawa aktivis bahkan dia juga bukan teroris terus langsung tangkap dini hari jam 3 mau nakutnakuti gimana benar selalu temu jalan,0
514,klan jokowi pemain catur memainkan demokrasi,Ideologi,klan jokowi main catur main demokrasi,2
515,jakarta yakin kehangatan keluarga ganjar pranowo membawa kehangatan pemerintahan nasional ganjar mahfud hebat,Politik,jakarta yakin hangat keluarga ganjar pranowo bawa hangat perintah nasional ganjar mahfud hebat,0
516,anies mampu mengimbangi prabowo menhan,Politik,anies mampu imbang prabowo menhan,0
517,analisis tajam rocky gerung ungkap kolaborasi aniesganjar hadapi kecurangan jokowi pilpres 2024,Politik,analisis tajam rocky gerung ungkap kolaborasi aniesganjar hadap curang jokowi pilpres 2024,0
518,setiap langkahnya warga jabar menunjukkan keyakinan pada prabowo pemimpin akan membawa perubahan positif berbuatbaik untukmasyarakat,Politik,tiap langkah warga jabar tunjuk yakin pada prabowo pimpin akan bawa ubah positif berbuatbaik untukmasyarakat,0
519,merespon pak jokowi bawabawa toko kelontong ganjar menjelaskan sangat bagus edukatif pak jokowi tim strategis memenangkannya jadi presiden kualitasnya memang jauh menurun,Politik,merespon pak jokowi bawabawa toko kelontong ganjar jelas sangat bagus edukatif pak jokowi tim strategis menang jadi presiden kualitas memang jauh turun,0
520,alhamdulillah ini bapak anies sedang memberikan orasi politik depan pendukung penjuang amin padang pelataran parkir gor h agus salim padang walaupun panas terik tidak beranjak insyaallah amin menang,Politik,alhamdulillah ini bapak anies sedang beri orasi politik depan dukung juang amin padang latar parkir gor h agus salim padang walaupun panas terik tidak anjak insyaallah amin menang,0
521,anies bertekad memberdayakan umkm koperasi menjadi tulang punggung ekonomi jawa barat,Ekonomi,anies tekad daya umkm koperasi jadi tulang punggung ekonomi jawa barat,4
522,pak dengan kh marzuki mustamar berani pecat padahal beliau bawa2 pwnu jatim dukung amin jelas bawa pwnu riau dukung prabowo tutup mata apa yang namanya tegas adil pak yahya yth,Politik,pak dengan kh marzuki mustamar berani pecat padahal beliau bawa2 pwnu jatim dukung amin jelas bawa pwnu riau dukung prabowo tutup mata apa yang nama tegas adil pak yahya yth,0
523,pihak seakan utang budi pak anies pak prabowo baru kali muncul istilah utang budi politik kalau bagaimana utang prabowo kpd puluhan juta rakyat menyumbang materi waktu ratusan korban jiwa thn 2019,Politik,pihak akan utang budi pak anies pak prabowo baru kali muncul istilah utang budi politik kalau bagaimana utang prabowo kpd puluh juta rakyat sumbang materi waktu ratus korban jiwa thn 2019,0
524,calon presiden capres nomor urut 1 menyoroti banyaknya dugaan pelanggaran netralitas aparat anies menekankan aparat hingga pejabat negara menjaga netralitas pemilu 2024 download app store play store,Politik,calon presiden capres nomor urut 1 sorot banyak duga langgar netralitas aparat anies tekan aparat hingga jabat negara jaga netralitas milu 2024 download app store play store,0
525,hati hangat capres no urut ganjar ganjar pranowo mengajak ipb jadi tim kontrak terbuka pangan lebih baik buat semua,Politik,hati hangat capres no urut ganjar ganjar pranowo ajak ipb jadi tim kontrak buka pangan lebih baik buat semua,0
526,ganjar pranowo membuat solusi cerdas pertanian indonesia kuota pupuk diperluas hasil panen lebih berkualitas,Ekonomi,ganjar pranowo buat solusi cerdas tani indonesia kuota pupuk luas hasil panen lebih kualitas,4
527,ganjar janjikan teknologi anak muda ingin bertani,Politik,ganjar janji teknologi anak muda ingin tan,0
528,mungkin pihak prabowo mengupayakan pihak lainkagak usah berpikiran buruk ah suruh tuh capres elu pakai modalkagak cuman ngeluh jual orasi mulu,Ideologi,mungkin pihak prabowo upaya pihak lainkagak usah pikir buruk ah suruh tuh capres elu pakai modalkagak cuman ngeluh jual orasi mulu,2
529,dukung capres ganjar pranowo mahfud md pemimpin memegang teguh nilainilai keadilan kebenaran bersama jnk bisa menciptakan keadilan sosial,Politik,dukung capres ganjar pranowo mahfud md pimpin pegang teguh nilainilai adil benar sama jnk bisa cipta adil sosial,0
530,prabowo gibran programnya hilirisasi mengapa menko luhut menteri bahlil bereaksi keras atas kritik thd hilirisasi nikel data bawah menjelaskan gamblang hilirisasi nikel bisnis keluarga luhut keluarga jokowi juga bahlil,Politik,prabowo gibran program hilir mengapa menko luhut menteri bahlil reaksi keras atas kritik thd hilir nikel data bawah jelas gamblang hilir nikel bisnis keluarga luhut keluarga jokowi juga bahlil,0
531,program ganjar pranowo bersama data pertanian membawa harapan kemajuan pertanian indonesia,Ekonomi,program ganjar pranowo sama data tani bawa harap maju tani indonesia,4
532,prabowo,Politik,prabowo,0
533,ganjar pranowo membantu mengatasi kesenjangan gaji promosi perempuan,Politik,ganjar pranowo bantu atas senjang gaji promosi perempuan,0
534,dwi tunggal tak sejarah bersama pak mahfud md pak ganjar pranowo adalah panduan menuju masa depan lebih baik,Politik,dwi tunggal tak sejarah sama pak mahfud md pak ganjar pranowo adalah pandu tuju masa depan lebih baik,0
535,calon presiden nomor urut 3 ganjar pranowo menjadikan kawasan timur indonesia titik pengembangan olahraga dirinya terpilih pemimpin bangsa pemilu 2024,Politik,calon presiden nomor urut 3 ganjar pranowo jadi kawasan timur indonesia titik kembang olahraga diri pilih pimpin bangsa milu 2024,0
536,kreatif banget jadi berasa makin gagah jadi pendukung bapak anies gus imin bapak anies siap menghukum koruptor negeri,Politik,kreatif banget jadi asa makin gagah jadi dukung bapak anies gus imin bapak anies siap hukum koruptor negeri,0
537,kerahasiaan negara segala galanya seorang prabowo dengan resiko dipermalukan didepan publik bocah dia pungut biayai pilkada dki gesture luar biasa menahan geramnya kelakuan wan angin si raja omon omon,Politik,rahasia negara segala gala orang prabowo dengan resiko malu depan publik bocah dia pungut biaya pilkada dki gesture luar biasa tahan geram laku wan angin si raja omon omon,0
538,anies sosok ayah penuh kehangatan pak memang sosok ayah penuh kehangatan lihat tayangan video tangannya lentur banget menggendong anak kecil tampak luwes kaku tidak buatbuat anakanaknya sering merasakan gendongan pelukan pelukan beliau kekuatan sejati ketenangan pelukan ayah,Ekonomi,anies sosok ayah penuh hangat pak memang sosok ayah penuh hangat lihat tayang video tangan lentur banget gendong anak kecil tampak luwes kaku tidak buatbuat anakanaknya sering rasa gendong peluk peluk beliau kuat sejati tenang peluk ayah,4
539,sangat besar harapan rakyat papua perubahansungguh mengharukan lihat ketulusan rakyat papua memeluk pak anies baswedan,Politik,sangat besar harap rakyat papua perubahansungguh haru lihat tulus rakyat papua peluk pak anies baswedan,0
540,semoga debat malam memberikan gambaran ke mana arah akan melangkah kata gibran prabowo subianto,Politik,moga debat malam beri gambar ke mana arah akan lang kata gibran prabowo subianto,0
541,ruaaar biasaaa warga tegal rakyat tidak sabar menyambut kemenangan perubahan bersama anies muhaimin,Politik,ruaaar biasaaa warga tegal rakyat tidak sabar sambut menang ubah sama anies muhaimin,0
542,terima tantangan prabowo diskusi terbuka soal pertahanan anies di depan semua orang,Pertahanan dan Keamanan,terima tantang prabowo diskusi buka soal tahan anies di depan semua orang,3
543,bersama ganjarmahfud peningkatan kualitas udara menjadi fokus utama kesejahteraan berkali lipat indonesia hebat,Politik,sama ganjarmahfud tingkat kualitas udara jadi fokus utama sejahtera kali lipat indonesia hebat,0
544,capres ri 2024 ganjar pranowo selalu turun lapangan buat ketemu langsung sama masyarakat dengerin aspirasi dan berusaha bantu memenuhi kebutuhan,Politik,capres ri 2024 ganjar pranowo selalu turun lapang buat ketemu langsung sama masyarakat dengerin aspirasi dan usaha bantu penuh butuh,0
545,prabowo sosok dihormati dianggap pemimpin berdedikasi agama sahabatsantri untukpragibs,Ideologi,prabowo sosok hormat anggap pimpin dedikasi agama sahabatsantri untukpragibs,2
546,adalah tanah kelahiran pak dan pak mengirimkan pesan bahwa beliau menginginkan perubahan negeri bapak anies deserve better indonesia people deserve better,Politik,adalah tanah lahir pak dan pak kirim pesan bahwa beliau ingin ubah negeri bapak anies deserve better indonesia people deserve better,0
547,ketegasan nyata ganjar pranowo mahfud md pimpin keputusan tegas kebaikan bersama ganjar mahfud hebat,Politik,tegas nyata ganjar pranowo mahfud md pimpin putus tegas baik sama ganjar mahfud hebat,0
548,anies baswedan 12 juta rumah warga jakarta gratis bayar pbb uang pajak senilai 27 triliun seharusnya masuk pemprov dki jakarta dimanfaatkan masyarakat kegiatan produktif bisa menggerakan perekonomian,Ekonomi,anies baswedan 12 juta rumah warga jakarta gratis bayar pbb uang pajak nila 27 triliun harus masuk pemprov dki jakarta manfaat masyarakat giat produktif bisa gera ekonomi,4
549,jangan bawabawa elitisme ganjar pranowo calon presiden nerima realita petani buruh,Politik,jangan bawabawa elitisme ganjar pranowo calon presiden nerima realita tani buruh,0
550,diskusi kelompok pecinta alam jawa barat banyak bilang bapak anies cocok jadi presiden merakyat,Sosial Budaya,diskusi kelompok cinta alam jawa barat banyak bilang bapak anies cocok jadi presiden rakyat,1
551,video orang papua gua posting membuat kementrian memproduksi konten bela prabowo lembaga survei buruburu publish hasil survei gimana panik viewsnya 68 juta per detik,Politik,video orang papua gua posting buat tri produksi konten bela prabowo lembaga survei buruburu publish hasil survei gimana panik viewsnya 68 juta per detik,0
552,mahfud md ganjar pranowo bapak bangsa bersatu masa depan cerahjn18c1,Politik,mahfud md ganjar pranowo bapak bangsa satu masa depan cerahjn18c1,0
553,keberhasilan ganjar pranowo mahfud md adalah hasil pendekatan kolaboratif kreatif menghadapi perubahan zaman,Ideologi,hasil ganjar pranowo mahfud md adalah hasil dekat kolaboratif kreatif hadap ubah zaman,2
554,memenangkan perolehan suara pdi perjuangan caleg pasangan caprescawapres pdip ganjarmahfud md ganjar mahfud hebat uang saku posyandu,Politik,menang oleh suara pdi juang caleg pasang caprescawapres pdip ganjarmahfud md ganjar mahfud hebat uang saku posyandu,0
555,desak anies yogyakarta daftar penuh dicabut izinnya diskusi dihambat katanya survei tembus 50 persen kok panik,Politik,desak anies yogyakarta daftar penuh cabut izin diskusi hambat kata survei tembus 50 persen kok panik,0
556,anies respons umpatan prabowo matur nuwun pak,Politik,anies respons umpat prabowo matur nuwun pak,0
557,ganjar mahfud yakin meningkatkan pertumbuhan ekonomi 7 lalu kok susah karenakan terkait efisiensi amp korupsi sgt tinggi karenanya bila terpilih ganjar mahfud sikat hajar tabrak koruptor pandang bulu kesejahteraan indonesia,Ekonomi,ganjar mahfud yakin tingkat tumbuh ekonomi 7 lalu kok susah karena kait efisiensi amp korupsi sgt tinggi karena bila pilih ganjar mahfud sikat hajar tabrak koruptor pandang bulu sejahtera indonesia,4
558,pencerahan keumatan kejayaan bersama menyokong pasangan ganjar pranowo mahfud md pilpres mendatang,Politik,cerah umat jaya sama sokong pasang ganjar pranowo mahfud md pilpres datang,0
559,hai kids this is your bapak pesan anies baswedan generasi muda jangan takut menghadapi perubahan,Politik,hai kids this is your bapak pesan anies baswedan generasi muda jangan takut hadap ubah,0
560,ganjar menjenguk korban dugaan penganiayaan sejumlah oknum anggota tni masih dirawat rsud pandan arang boyolali,Pertahanan dan Keamanan,ganjar jenguk korban duga aniaya jumlah oknum anggota tni masih rawat rsud pandan arang boyolali,3
561,jangan beritau buzzer ganjar lsn merilis survei elektabilitas pemilu 2024 28 des 20232 jan 2024 prabowo gibran 495 aniesimin 243 ganjarmahfud 205,Ekonomi,jangan beritau buzzer ganjar lsn rilis survei elektabilitas milu 2024 28 des 20232 jan 2024 prabowo gibran 495 aniesimin 243 ganjarmahfud 205,4
562,ibu rumah tangga takut kritik pelayanan publik ganjar pranowo mahfud md evaluasi uu ite biar suara rakyat didengar,Politik,ibu rumah tangga takut kritik layan publik ganjar pranowo mahfud md evaluasi uu ite biar suara rakyat dengar,0
563,prabowo blunder sih mewajarkan gaza selalu ditindas gaza lemah,Politik,prabowo blunder sih wajar gaza selalu tindas gaza lemah,0
564,ganjar pranowo utamakan pemutihan utang petani mendukung usaha mikro ganjar pranowo meluncurkan program pemutihan utang petani mendukung keberlanjutan usaha mikro sektor pertanian khususnya desa wilalung kabupaten demak jawa tengah program dirancang memberikan keringanan utang petani wilayah tersebut bertujuan meringankan beban finansial dan memperkuat ketahanan ekonomi lokal,Ekonomi,ganjar pranowo utama mutih utang tani dukung usaha mikro ganjar pranowo luncur program mutih utang tani dukung lanjut usaha mikro sektor tani khusus desa wilalung kabupaten demak jawa tengah program rancang beri ringan utang tani wilayah sebut tuju ringan beban finansial dan kuat tahan ekonomi lokal,4
565,urrangawak pasangan capres cawapres ganjar mahfud paling berani basmi korupsi ganjar mahfud hebat memimpin indonesia,Politik,urrangawak pasang capres cawapres ganjar mahfud paling berani basmi korupsi ganjar mahfud hebat pimpin indonesia,0
566,capres nomor urut 1 anies baswedan meminta audit keselamatan jaminan pekerja bekerja smelter,Ekonomi,capres nomor urut 1 anies baswedan minta audit selamat jamin kerja kerja smelter,4
567,ganjar pranowo selalu mengedepankan toleransi kerukunan antar umat beragama juga selalu menjunjung tinggi nilainilai pancasila,Ideologi,ganjar pranowo selalu depan toleransi rukun antar umat agama juga selalu junjung tinggi nilainilai pancasila,2
568,perlindungan hak pekerja migran misi kemanusiaan ganjar pranowo yuk bersamasama dukung wujudkan misi,Politik,lindung hak kerja migran misi manusia ganjar pranowo yuk bersamasama dukung wujud misi,0
569,politik capres ganjar pranowo panggung perubahan sesungguhnya,Politik,politik capres ganjar pranowo panggung ubah sungguh,0
570,betapa jiwamu pak anis inilah presiden kita dambakan bantulah kemenangan di pak anies jangan buat indonesia tambah hancur karana orang serakah aamiinnn,Politik,betapa jiwa pak anis ini presiden kita damba bantu menang di pak anies jangan buat indonesia tambah hancur karana orang serakah aamiinnn,0
571,kecurangan massive bisa kalahkan anies jangan percaya survey abal2 paslon rezim busuk panik segala cara upayakan utk jatuhkan anies niscaya allah buta akan terjerembab perangkap mereka sendiri amin2024,Politik,curang massive bisa kalah anies jangan percaya survey abal2 paslon rezim busuk panik segala cara upaya utk jatuh anies niscaya allah buta akan terjerembab perangkap mereka sendiri amin2024,0
572,paslon ganjar pranowo mahfud md berharap anggaran memadai memungkinkan pelatihan reguler anggota satgas memastikan kesiapan dalam menangani situasi memerlukan keahlian khusus,Pertahanan dan Keamanan,paslon ganjar pranowo mahfud md harap anggar pada mungkin latih reguler anggota satgas pasti kesiap dalam tangan situasi perlu ahli khusus,3
573,ganjar mahfud hebat a0007koteka a0 bersih kuatkankpk sikatkorupsi hebat a0 mohmahfudmd kerjab3rsama bersih kuatkankpk mahfud md,Politik,ganjar mahfud hebat a0007koteka a0 bersih kuatkankpk sikatkorupsi hebat a0 mohmahfudmd kerjab3rsama bersih kuatkankpk mahfud md,0
574,ganjar pranowo beneran bikin happy ending hutang nelayanpetani dihapus fiuh lega banget hapus kredit macet,Ekonomi,ganjar pranowo beneran bikin happy ending hutang nelayanpetani hapus fiuh lega banget hapus kredit macet,4
575,ternyata anies lebih gila share semua group kita semua bangga menjadi anak bangsa indonesia penuh prestasi bukan karya abal,Demografi,nyata anies lebih gila share semua group kita semua bangga jadi anak bangsa indonesia penuh prestasi bukan karya abal,6
576,pak ganjar memang terbaik selalu peduli pendidikan anak bangsa,Politik,pak ganjar memang baik selalu peduli didik anak bangsa,0
577,penyampaian program ekonomi amin acara dialog kamar dagang industri indonesia kadin bersama capres anies rasyid baswedan berasa kuliah online kalau dengar pemaparan pak anies daging semua,Ekonomi,sampai program ekonomi amin acara dialog kamar dagang industri indonesia kadin sama capres anies rasyid baswedan asa kuliah online kalau dengar papar pak anies daging semua,4
578,calon presiden ri ganjar pranowo yakin bersama mahfud md regulasi hukum investasi bakal lebih mudah dipahami semua pihak jnk18d2,Politik,calon presiden ri ganjar pranowo yakin sama mahfud md regulasi hukum investasi bakal lebih mudah paham semua pihak jnk18d2,0
579,anies bicara ketimpangan pendidikan jawa luar jawa bangun perpus bersandar internasional merata mensubsidi biaya pengiriman buku amp perbanyak spot internet gratis silahkan simak,Sosial Budaya,anies bicara timpang didik jawa luar jawa bangun pus sandar internasional rata subsidi biaya kirim buku amp banyak spot internet gratis silah simak,1
580,bapak online meroket figur pak anies semakin populer kalangan anak anak milenial anakanak genz gagasan gaya komunikasi pak anies berhasil memikat anak anak muda terutama anak anak genz ini memberi warna baru kancah berpoltikan,Politik,bapak online roket figur pak anies makin populer kalang anak anak milenial anakanak genz gagas gaya komunikasi pak anies hasil mikat anak anak muda utama anak anak genz ini beri warna baru kancah berpoltikan,0
581,pak anies akan beri perhatian besar pembangunan infrastruktur pertanian,Sumber Daya Alam,pak anies akan beri perhati besar bangun infrastruktur tani,5
582,pernyataan langsung alm munir pertanyaanmu tidak pengadilan ham emangnya ganjar anies berani declare mengadakan terpilih,Politik,nyata langsung alm munir tanya tidak adil ham emang ganjar anies berani declare ada pilih,0
583,bulan januari serangan kubu dkk semakin sengit termasuk doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi kita kita counter serangan jangan biarkan prabowo berkuasa asal bukan prabowo,Pertahanan dan Keamanan,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi kita kita counter serang jangan biar prabowo kuasa asal bukan prabowo,3
584,anies cak imin diroasting komika anies macam membuat demokrasi tak kaku,Politik,anies cak imin diroasting komika anies macam buat demokrasi tak kaku,0
585,bom bali poso dibawa2 padahal 5 tahun jadi menhan teroris papua banyak menelan tewas tnibener kata anies ngapain selama 5 tahun,Politik,bom bal poso dibawa2 padahal 5 tahun jadi menhan teroris papua banyak tel tewas tnibener kata anies ngapain lama 5 tahun,0
586,bulan januari serangan kubu dkk semakin sengit termasuk doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi kita kita counter serangan jangan biarkan prabowo berkuasa asal bukan prabowo,Pertahanan dan Keamanan,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi kita kita counter serang jangan biar prabowo kuasa asal bukan prabowo,3
